,CarrierDel,CarrierID,Delays,LateAircraftDel,Month,NASDel,NumFlights,SecurityDel,WeatherDel,Year
542,2660.0,DL,4553.0,2008.0,10,6458.0,56425,4.0,118.0,2003
543,1332.0,EV,3371.0,937.0,10,2314.0,23088,9.0,245.0,2003
544,401.0,FL,1665.0,812.0,10,1374.0,12494,0.0,22.0,2003
545,1242.0,HP,1719.0,583.0,10,1464.0,15573,73.0,20.0,2003
546,2030.0,MQ,3950.0,2289.0,10,3019.0,36792,12.0,171.0,2003
547,2072.0,NW,2550.0,744.0,10,3529.0,41367,39.0,213.0,2003
548,1739.0,OO,2929.0,617.0,10,494.0,35264,36.0,357.0,2003
549,164.0,TZ,388.0,185.0,10,512.0,6270,10.0,0.0,2003
550,2010.0,UA,4038.0,2011.0,10,4200.0,45967,3.0,129.0,2003
551,1540.0,US,2685.0,1775.0,10,3181.0,34929,0.0,28.0,2003
552,4389.0,WN,10979.0,6953.0,10,4510.0,82873,117.0,261.0,2003
553,1084.0,XE,2303.0,1109.0,10,3156.0,28978,25.0,215.0,2003
554,3310.0,AA,8702.0,4531.0,11,9128.0,56945,26.0,1297.0,2003
555,1271.0,AS,2464.0,1318.0,11,1628.0,12666,22.0,62.0,2003
556,302.0,B6,554.0,258.0,11,338.0,5897,23.0,34.0,2003
557,990.0,CO,2883.0,1118.0,11,4190.0,24418,18.0,349.0,2003
558,1857.0,DH,4983.0,1031.0,11,3322.0,23459,5.0,599.0,2003
559,2649.0,DL,4654.0,2033.0,11,7072.0,54199,6.0,186.0,2003
560,1227.0,EV,2955.0,720.0,11,2077.0,22213,20.0,372.0,2003
561,488.0,FL,1776.0,835.0,11,1561.0,12074,0.0,22.0,2003
562,225.0,HA,156.0,72.0,11,24.0,3840,2.0,1.0,2003
563,1283.0,HP,1838.0,752.0,11,1792.0,14875,15.0,27.0,2003
564,2722.0,MQ,6884.0,4984.0,11,6430.0,35549,11.0,641.0,2003
565,2798.0,NW,3870.0,1495.0,11,6149.0,39525,19.0,783.0,2003
566,2579.0,OO,4027.0,779.0,11,851.0,34674,46.0,457.0,2003
567,334.0,TZ,940.0,583.0,11,1129.0,6118,11.0,33.0,2003
568,3033.0,UA,7467.0,3955.0,11,8102.0,43937,1.0,149.0,2003
569,1514.0,US,3190.0,2007.0,11,3551.0,33376,0.0,74.0,2003
570,4621.0,WN,11392.0,7310.0,11,4948.0,77276,82.0,306.0,2003
571,1261.0,XE,3233.0,1642.0,11,4604.0,27130,32.0,330.0,2003
572,5073.0,AA,11255.0,5817.0,12,10381.0,60472,53.0,1668.0,2003
573,1581.0,AS,3103.0,1730.0,12,1923.0,13352,42.0,84.0,2003
574,691.0,B6,1111.0,527.0,12,818.0,6514,79.0,56.0,2003
575,1419.0,CO,3516.0,1394.0,12,4697.0,26150,90.0,410.0,2003
576,2495.0,DH,6106.0,1762.0,12,4081.0,24369,11.0,550.0,2003
577,4824.0,DL,9264.0,4550.0,12,9817.0,56835,25.0,863.0,2003
578,1755.0,EV,4322.0,773.0,12,2324.0,23063,35.0,431.0,2003
579,774.0,FL,2982.0,1608.0,12,2704.0,12626,0.0,29.0,2003
580,379.0,HA,325.0,146.0,12,22.0,3991,6.0,10.0,2003
581,1759.0,HP,2460.0,909.0,12,1940.0,15556,35.0,73.0,2003
582,3625.0,MQ,8206.0,6090.0,12,7537.0,37900,24.0,685.0,2003
583,4220.0,NW,5166.0,2054.0,12,7422.0,41896,76.0,591.0,2003
584,3752.0,OO,6777.0,1254.0,12,1685.0,36365,63.0,870.0,2003
585,464.0,TZ,1044.0,561.0,12,981.0,6369,36.0,9.0,2003
586,4322.0,UA,8661.0,4299.0,12,7762.0,46191,0.0,295.0,2003
587,2589.0,US,4877.0,3121.0,12,4779.0,34321,0.0,195.0,2003
588,6285.0,WN,14248.0,9253.0,12,5336.0,80590,125.0,461.0,2003
589,2022.0,XE,4228.0,2215.0,12,5499.0,28935,113.0,416.0,2003
590,5497.0,AA,13337.0,7369.0,1,11451.0,60893,53.0,3432.0,2004
591,1483.0,AS,2933.0,1584.0,1,1902.0,13281,54.0,174.0,2004
592,947.0,B6,1422.0,755.0,1,975.0,6784,74.0,12.0,2004
593,1141.0,CO,2570.0,996.0,1,3901.0,24391,32.0,327.0,2004
594,2512.0,DH,5898.0,1692.0,1,3884.0,23302,10.0,755.0,2004
595,4006.0,DL,7470.0,3835.0,1,9599.0,56745,22.0,717.0,2004
596,1309.0,EV,3629.0,458.0,1,2134.0,22858,14.0,652.0,2004
597,631.0,FL,2560.0,1463.0,1,2442.0,12558,0.0,28.0,2004
598,406.0,HA,337.0,232.0,1,15.0,3879,9.0,16.0,2004
599,1829.0,HP,2469.0,1071.0,1,2471.0,16278,47.0,91.0,2004
600,3306.0,MQ,8434.0,6195.0,1,7652.0,38276,16.0,1368.0,2004
601,4325.0,NW,5468.0,2467.0,1,7955.0,40977,78.0,659.0,2004
602,3254.0,OH,6542.0,290.0,1,3979.0,30892,12.0,2307.0,2004
603,3969.0,OO,6706.0,1366.0,1,1831.0,36623,83.0,831.0,2004
604,651.0,TZ,1376.0,955.0,1,1436.0,6603,29.0,92.0,2004
605,4622.0,UA,9004.0,4862.0,1,8643.0,45809,0.0,469.0,2004
606,2380.0,US,4805.0,2872.0,1,4327.0,34395,0.0,229.0,2004
607,5204.0,WN,12661.0,8065.0,1,5309.0,81107,137.0,589.0,2004
608,1584.0,XE,3451.0,1869.0,1,4650.0,28336,36.0,467.0,2004
609,4006.0,AA,10216.0,5684.0,2,9025.0,57000,23.0,2276.0,2004
610,1043.0,AS,2116.0,1117.0,2,1402.0,12481,49.0,30.0,2004
611,411.0,B6,724.0,331.0,2,557.0,6726,32.0,12.0,2004
612,1119.0,CO,2397.0,1063.0,2,3991.0,23741,76.0,157.0,2004
613,1745.0,DH,4761.0,3178.0,2,3076.0,22254,11.0,223.0,2004
614,4747.0,DL,10479.0,5582.0,2,11464.0,54423,13.0,668.0,2004
615,1268.0,EV,4669.0,463.0,2,3219.0,20692,11.0,1078.0,2004
616,641.0,FL,3427.0,1844.0,2,3046.0,12185,0.0,23.0,2004
617,292.0,HA,334.0,207.0,2,9.0,3743,8.0,34.0,2004
618,2082.0,HP,2760.0,1372.0,2,3028.0,15393,49.0,38.0,2004
619,2746.0,MQ,6401.0,4595.0,2,5886.0,35762,7.0,665.0,2004
620,3381.0,NW,4420.0,1858.0,2,6729.0,39750,50.0,536.0,2004
621,2521.0,OH,5442.0,150.0,2,3146.0,29292,7.0,1981.0,2004
622,3370.0,OO,5337.0,1200.0,2,1484.0,34441,44.0,575.0,2004
623,355.0,TZ,817.0,465.0,2,891.0,6314,26.0,10.0,2004
624,2381.0,UA,5160.0,2640.0,2,5466.0,42675,1.0,130.0,2004
625,1866.0,US,3921.0,2263.0,2,3244.0,32019,0.0,181.0,2004
626,5927.0,WN,13996.0,9292.0,2,5979.0,77190,141.0,452.0,2004
627,1366.0,XE,2822.0,1515.0,2,4409.0,27795,41.0,225.0,2004
628,3642.0,AA,9413.0,4914.0,3,8530.0,61062,43.0,1321.0,2004
629,1127.0,AS,2273.0,1212.0,3,1339.0,13670,39.0,37.0,2004
630,660.0,B6,1047.0,562.0,3,734.0,7365,54.0,10.0,2004
631,1316.0,CO,2981.0,1255.0,3,4363.0,26727,57.0,261.0,2004
632,1714.0,DH,5378.0,3598.0,3,3090.0,24351,10.0,121.0,2004
633,3111.0,DL,5416.0,2666.0,3,7281.0,58796,4.0,212.0,2004
634,1005.0,EV,2504.0,295.0,3,1399.0,22133,9.0,348.0,2004
635,566.0,FL,2098.0,789.0,3,1149.0,13284,0.0,23.0,2004
636,267.0,HA,295.0,146.0,3,12.0,4052,4.0,0.0,2004
637,2255.0,HP,2812.0,1372.0,3,2879.0,16816,42.0,57.0,2004
638,3184.0,MQ,7647.0,5339.0,3,6612.0,39445,10.0,807.0,2004
639,3873.0,NW,4857.0,2063.0,3,6646.0,43927,49.0,519.0,2004
640,2175.0,OH,4213.0,106.0,3,2247.0,31328,3.0,1109.0,2004
641,2212.0,OO,3563.0,891.0,3,685.0,36565,32.0,282.0,2004
642,373.0,TZ,909.0,524.0,3,900.0,6723,21.0,7.0,2004
643,2689.0,UA,6567.0,3451.0,3,5974.0,46512,0.0,123.0,2004
644,1972.0,US,4040.0,2472.0,3,3300.0,34269,0.0,98.0,2004
645,6891.0,WN,14700.0,9400.0,3,5376.0,83152,85.0,279.0,2004
646,1507.0,XE,3551.0,1997.0,3,5113.0,31235,54.0,350.0,2004
647,2840.0,AA,7600.0,3688.0,4,6741.0,58537,22.0,1135.0,2004
648,967.0,AS,1842.0,875.0,4,902.0,13318,20.0,15.0,2004
649,511.0,B6,891.0,430.0,4,683.0,7428,38.0,10.0,2004
650,1577.0,CO,3320.0,1380.0,4,4313.0,25625,40.0,258.0,2004
651,1408.0,DH,4090.0,2459.0,4,2293.0,23214,2.0,65.0,2004
652,2888.0,DL,5518.0,2724.0,4,7620.0,57197,23.0,164.0,2004
653,1117.0,EV,2992.0,280.0,4,1716.0,22410,10.0,474.0,2004
654,425.0,FL,1949.0,715.0,4,1118.0,12919,0.0,14.0,2004
655,160.0,HA,150.0,51.0,4,4.0,3918,1.0,1.0,2004
656,1831.0,HP,2301.0,1065.0,4,2510.0,16095,52.0,45.0,2004
657,2793.0,MQ,6111.0,3955.0,4,5176.0,38982,9.0,413.0,2004
658,2794.0,NW,3689.0,1255.0,4,4408.0,41903,29.0,564.0,2004
659,2216.0,OH,4030.0,123.0,4,2303.0,30313,8.0,823.0,2004
660,2285.0,OO,3372.0,770.0,4,794.0,35277,30.0,291.0,2004
661,235.0,TZ,519.0,260.0,4,583.0,6400,5.0,4.0,2004
662,2017.0,UA,4728.0,2352.0,4,4759.0,45309,0.0,69.0,2004
663,2096.0,US,4103.0,2443.0,4,3355.0,33388,0.0,79.0,2004
664,7391.0,WN,15810.0,10805.0,4,6352.0,80174,134.0,408.0,2004
665,1345.0,XE,3347.0,1997.0,4,5007.0,30563,38.0,338.0,2004
666,3447.0,AA,9080.0,4790.0,5,8941.0,59011,18.0,1268.0,2004
667,1295.0,AS,2240.0,1105.0,5,1333.0,14224,21.0,23.0,2004
668,490.0,B6,896.0,522.0,5,865.0,7335,39.0,30.0,2004
669,1245.0,CO,3596.0,1406.0,5,4682.0,25263,29.0,502.0,2004
670,1936.0,DH,5662.0,3705.0,5,3406.0,23538,18.0,320.0,2004
671,4357.0,DL,9210.0,5004.0,5,10511.0,58499,6.0,567.0,2004
672,1421.0,EV,3988.0,368.0,5,2532.0,22793,5.0,922.0,2004
673,450.0,FL,2476.0,1076.0,5,1601.0,13139,0.0,29.0,2004
674,166.0,HA,116.0,33.0,5,4.0,3976,4.0,0.0,2004
675,1629.0,HP,2205.0,984.0,5,2024.0,16487,31.0,44.0,2004
676,3182.0,MQ,8253.0,5694.0,5,7413.0,40422,14.0,857.0,2004
677,3940.0,NW,5725.0,2307.0,5,6859.0,42752,32.0,1361.0,2004
678,2609.0,OH,5794.0,126.0,5,3258.0,31452,11.0,2106.0,2004
679,2279.0,OO,3581.0,694.0,5,995.0,36370,43.0,241.0,2004
680,327.0,TZ,887.0,528.0,5,1021.0,6407,3.0,18.0,2004
681,3626.0,UA,8164.0,4445.0,5,8352.0,46630,0.0,473.0,2004
682,1989.0,US,4586.0,2529.0,5,3776.0,33600,0.0,333.0,2004
683,7553.0,WN,17220.0,11764.0,5,6814.0,81862,124.0,879.0,2004
684,1556.0,XE,4465.0,2293.0,5,5724.0,30697,32.0,601.0,2004
685,4865.0,AA,13089.0,7528.0,6,11359.0,58312,51.0,3613.0,2004
686,1935.0,AS,3225.0,1667.0,6,1523.0,14880,45.0,16.0,2004
687,528.0,B6,1155.0,704.0,6,858.0,7274,66.0,79.0,2004
688,1989.0,CO,5015.0,2326.0,6,6019.0,24928,76.0,898.0,2004
689,1331.0,DH,4701.0,3191.0,6,2132.0,18960,2.0,141.0,2004
690,6207.0,DL,12576.0,7214.0,6,13930.0,57640,8.0,928.0,2004
691,2090.0,EV,6450.0,597.0,6,4508.0,22577,21.0,1999.0,2004
692,611.0,FL,3554.0,1562.0,6,2293.0,13016,0.0,41.0,2004
693,160.0,HA,170.0,70.0,6,5.0,4162,14.0,0.0,2004
694,2617.0,HP,3318.0,1553.0,6,2660.0,16560,54.0,46.0,2004
695,4386.0,MQ,9986.0,6904.0,6,7988.0,39879,21.0,1422.0,2004
696,5636.0,NW,6997.0,2920.0,6,7751.0,42930,65.0,1067.0,2004
697,2911.0,OH,6357.0,214.0,6,3595.0,30128,11.0,2182.0,2004
698,2959.0,OO,5290.0,1270.0,6,1361.0,37547,31.0,503.0,2004
699,340.0,TZ,888.0,562.0,6,1027.0,6486,14.0,16.0,2004
700,4303.0,UA,8399.0,4476.0,6,7220.0,47663,0.0,396.0,2004
701,3095.0,US,6141.0,3552.0,6,4896.0,33464,0.0,618.0,2004
702,9783.0,WN,21652.0,15924.0,6,8891.0,81495,212.0,993.0,2004
703,2296.0,XE,5553.0,3175.0,6,6836.0,30891,102.0,822.0,2004
704,5332.0,AA,11722.0,6284.0,7,8933.0,59511,43.0,1735.0,2004
705,1876.0,AS,3263.0,1631.0,7,1323.0,15595,61.0,26.0,2004
706,826.0,B6,1490.0,976.0,7,1081.0,7720,62.0,70.0,2004
707,1721.0,CO,4236.0,1669.0,7,4246.0,25529,86.0,333.0,2004
708,1380.0,DH,5726.0,4148.0,7,2780.0,22516,3.0,212.0,2004
709,5865.0,DL,10430.0,5725.0,7,11901.0,58536,17.0,483.0,2004
710,2536.0,EV,5632.0,659.0,7,3325.0,23999,15.0,942.0,2004
711,634.0,FL,3050.0,1382.0,7,1974.0,14478,0.0,38.0,2004
712,107.0,HA,118.0,29.0,7,7.0,4445,5.0,0.0,2004
713,2250.0,HP,2869.0,1320.0,7,2299.0,16735,62.0,60.0,2004
714,4538.0,MQ,9289.0,6092.0,7,7062.0,41586,7.0,638.0,2004
715,5357.0,NW,6821.0,2845.0,7,6627.0,44632,45.0,880.0,2004
716,3433.0,OH,6826.0,195.0,7,3917.0,30834,11.0,2034.0,2004
717,2828.0,OO,5052.0,1266.0,7,1110.0,40579,35.0,436.0,2004
718,612.0,TZ,1347.0,795.0,7,1164.0,6623,22.0,26.0,2004
719,3974.0,UA,8395.0,4524.0,7,6831.0,49860,5.0,514.0,2004
720,3148.0,US,6363.0,3543.0,7,4591.0,34923,0.0,481.0,2004
721,9493.0,WN,20792.0,14604.0,7,7682.0,84000,199.0,1004.0,2004
722,2019.0,XE,4987.0,2771.0,7,5410.0,32065,72.0,451.0,2004
723,5309.0,AA,12478.0,7065.0,8,8896.0,59954,63.0,2945.0,2004
724,1948.0,AS,3339.0,1752.0,8,1583.0,15584,51.0,48.0,2004
725,962.0,B6,1749.0,1158.0,8,1256.0,7799,72.0,101.0,2004
726,1355.0,CO,3021.0,1154.0,8,3609.0,25521,48.0,256.0,2004
727,815.0,DH,4173.0,3047.0,8,2271.0,23278,3.0,126.0,2004
728,4889.0,DL,8839.0,4720.0,8,10090.0,58784,13.0,464.0,2004
729,1644.0,EV,4145.0,483.0,8,2613.0,24339,13.0,851.0,2004
730,507.0,FL,2586.0,1134.0,8,1694.0,14700,0.0,62.0,2004
731,130.0,HA,173.0,69.0,8,10.0,4469,4.0,11.0,2004
732,2308.0,HP,2986.0,1433.0,8,2569.0,16456,51.0,133.0,2004
733,3907.0,MQ,7999.0,5095.0,8,6060.0,42016,26.0,613.0,2004
734,3942.0,NW,5269.0,2016.0,8,5519.0,44892,35.0,768.0,2004
735,2671.0,OH,5492.0,120.0,8,3058.0,31116,13.0,1701.0,2004
736,2578.0,OO,4653.0,1025.0,8,1202.0,42074,35.0,392.0,2004
737,344.0,TZ,852.0,491.0,8,943.0,6742,6.0,13.0,2004
738,3535.0,UA,7357.0,3743.0,8,6182.0,50837,0.0,463.0,2004
739,3681.0,US,6698.0,3655.0,8,4784.0,36109,0.0,566.0,2004
740,9056.0,WN,20351.0,14463.0,8,8215.0,85627,214.0,879.0,2004
741,1664.0,XE,4014.0,2301.0,8,4904.0,32810,48.0,266.0,2004
742,2217.0,AA,4648.0,1783.0,9,3458.0,54263,22.0,473.0,2004
743,1411.0,AS,2538.0,1315.0,9,1474.0,13856,48.0,30.0,2004
744,339.0,B6,610.0,348.0,9,462.0,7239,40.0,30.0,2004
745,603.0,CO,1883.0,451.0,9,2146.0,23161,31.0,144.0,2004
746,633.0,DH,2983.0,2243.0,9,2201.0,23598,5.0,77.0,2004
747,3487.0,DL,7339.0,3124.0,9,6816.0,55557,16.0,423.0,2004
748,1521.0,EV,3849.0,335.0,9,2339.0,23763,15.0,736.0,2004
749,396.0,FL,2271.0,960.0,9,1450.0,13324,0.0,13.0,2004
750,104.0,HA,84.0,12.0,9,8.0,3810,3.0,2.0,2004
751,1478.0,HP,1996.0,826.0,9,1530.0,15904,42.0,19.0,2004
752,2471.0,MQ,4595.0,2497.0,9,3109.0,40871,5.0,273.0,2004
753,2495.0,NW,3175.0,1027.0,9,3703.0,39751,20.0,407.0,2004
754,2086.0,OH,4245.0,78.0,9,2302.0,30297,17.0,1167.0,2004
755,2270.0,OO,3389.0,792.0,9,557.0,40869,67.0,127.0,2004
756,111.0,TZ,339.0,157.0,9,376.0,5569,12.0,7.0,2004
757,1718.0,UA,3614.0,1625.0,9,3052.0,45832,52.0,147.0,2004
758,2219.0,US,4151.0,2165.0,9,3106.0,35671,0.0,94.0,2004
759,4738.0,WN,10890.0,6969.0,9,4267.0,82447,127.0,269.0,2004
760,816.0,XE,2310.0,1033.0,9,2819.0,29343,20.0,99.0,2004
761,2893.0,AA,7245.0,3949.0,10,6953.0,56526,24.0,1647.0,2004
762,1370.0,AS,2444.0,1298.0,10,1373.0,13753,40.0,39.0,2004
763,485.0,B6,875.0,372.0,10,745.0,7861,42.0,19.0,2004
764,819.0,CO,1834.0,569.0,10,2448.0,24530,34.0,78.0,2004
765,943.0,DH,4107.0,3167.0,10,2366.0,24317,17.0,75.0,2004
766,4108.0,DL,7903.0,3963.0,10,9071.0,57967,5.0,236.0,2004
767,2204.0,EV,5690.0,863.0,10,4273.0,24572,19.0,1271.0,2004
768,462.0,FL,2354.0,1105.0,10,1836.0,14106,0.0,13.0,2004
769,136.0,HA,106.0,52.0,10,3.0,3856,9.0,2.0,2004
770,1970.0,HP,2755.0,1326.0,10,2435.0,16553,55.0,55.0,2004
771,3037.0,MQ,6578.0,4346.0,10,5493.0,42381,6.0,677.0,2004
772,3339.0,NW,3894.0,1525.0,10,5774.0,41897,33.0,429.0,2004
773,2886.0,OH,5877.0,134.0,10,3557.0,31597,34.0,2051.0,2004
774,3063.0,OO,5084.0,1331.0,10,1005.0,41665,20.0,338.0,2004
775,291.0,TZ,555.0,258.0,10,622.0,6234,10.0,3.0,2004
776,2573.0,UA,5112.0,2663.0,10,5012.0,47012,0.0,133.0,2004
777,3281.0,US,5342.0,3040.0,10,4375.0,38102,0.0,129.0,2004
778,8275.0,WN,17887.0,12796.0,10,7471.0,85621,154.0,441.0,2004
779,1279.0,XE,2848.0,1625.0,10,3820.0,31487,38.0,116.0,2004
780,3045.0,AA,8280.0,4410.0,11,7098.0,55140,73.0,1760.0,2004
781,2048.0,AS,3490.0,1777.0,11,1848.0,12949,42.0,60.0,2004
782,575.0,B6,1039.0,470.0,11,687.0,7871,58.0,14.0,2004
783,1349.0,CO,3426.0,1451.0,11,4454.0,24555,42.0,552.0,2004
784,933.0,DH,3030.0,2227.0,11,1774.0,18378,33.0,33.0,2004
785,4199.0,DL,9430.0,4870.0,11,9518.0,55940,14.0,598.0,2004
786,2328.0,EV,6689.0,1021.0,11,4256.0,24163,25.0,1610.0,2004
787,539.0,FL,2922.0,1383.0,11,2013.0,13976,0.0,8.0,2004
788,189.0,HA,195.0,92.0,11,1.0,3796,4.0,11.0,2004
789,2189.0,HP,2918.0,1566.0,11,2471.0,16101,51.0,61.0,2004
790,3344.0,MQ,7164.0,4753.0,11,6081.0,40839,10.0,863.0,2004
791,3067.0,NW,3954.0,1390.0,11,4688.0,41680,28.0,566.0,2004
792,3281.0,OH,5492.0,132.0,11,3359.0,32440,14.0,1426.0,2004
793,3007.0,OO,5148.0,1189.0,11,1088.0,39864,24.0,525.0,2004
794,361.0,TZ,611.0,315.0,11,783.0,5508,37.0,6.0,2004
795,2704.0,UA,5628.0,2597.0,11,4428.0,43060,0.0,172.0,2004
796,3724.0,US,6132.0,3594.0,11,4771.0,36544,0.0,113.0,2004
797,7887.0,WN,16986.0,11603.0,11,6641.0,81460,142.0,634.0,2004
798,1806.0,XE,4673.0,2655.0,11,5713.0,30346,79.0,621.0,2004
799,5798.0,AA,13577.0,7333.0,12,10176.0,58339,259.0,2694.0,2004
800,2858.0,AS,4547.0,2397.0,12,2175.0,13401,25.0,74.0,2004
801,1812.0,B6,2720.0,1654.0,12,1679.0,8432,123.0,25.0,2004
802,1927.0,CO,4445.0,1666.0,12,4656.0,25358,198.0,619.0,2004
803,1028.0,DH,4244.0,3248.0,12,1997.0,17249,20.0,87.0,2004
804,5981.0,DL,11329.0,5629.0,12,9531.0,57554,31.0,899.0,2004
805,2721.0,EV,6392.0,1273.0,12,3552.0,24562,41.0,1052.0,2004
806,889.0,FL,3389.0,1565.0,12,2272.0,14873,0.0,45.0,2004
807,212.0,HA,139.0,38.0,12,3.0,3971,5.0,3.0,2004
808,2714.0,HP,3814.0,2008.0,12,3027.0,16561,92.0,99.0,2004
809,4373.0,MQ,9327.0,6352.0,12,7993.0,42629,17.0,1261.0,2004
810,5865.0,NW,7588.0,3201.0,12,7674.0,42195,64.0,994.0,2004
811,3747.0,OH,7269.0,210.0,12,3544.0,33657,15.0,2300.0,2004
812,4953.0,OO,8867.0,2207.0,12,1903.0,41574,41.0,782.0,2004
813,612.0,TZ,1042.0,599.0,12,1191.0,5924,49.0,11.0,2004
814,5380.0,UA,9507.0,4405.0,12,6608.0,44613,4.0,232.0,2004
815,5867.0,US,9190.0,5584.0,12,6808.0,37435,0.0,276.0,2004
816,12385.0,WN,24070.0,16919.0,12,9120.0,86269,303.0,652.0,2004
817,2471.0,XE,6393.0,3963.0,12,7481.0,32135,173.0,944.0,2004
818,5531.0,AA,12931.0,6995.0,1,10279.0,57700,39.0,3201.0,2005
819,1921.0,AS,3237.0,1555.0,1,1799.0,13154,23.0,104.0,2005
820,1877.0,B6,2745.0,1739.0,1,1588.0,8459,82.0,41.0,2005
821,1543.0,CO,3154.0,1031.0,1,3783.0,23046,127.0,310.0,2005
822,699.0,DH,2660.0,1952.0,1,1537.0,16279,4.0,62.0,2005
823,4559.0,DL,8873.0,4141.0,1,8746.0,57931,7.0,670.0,2005
824,2596.0,EV,5708.0,1166.0,1,3400.0,24835,10.0,984.0,2005
825,925.0,FL,3442.0,1652.0,1,2578.0,14854,0.0,107.0,2005
826,240.0,HA,162.0,82.0,1,12.0,3928,9.0,20.0,2005
827,2336.0,HP,3479.0,1793.0,1,2591.0,16255,70.0,121.0,2005
828,4053.0,MQ,8947.0,6206.0,1,8464.0,43009,7.0,1366.0,2005
829,4695.0,NW,6311.0,2835.0,1,7776.0,40432,33.0,852.0,2005
830,4525.0,OH,8145.0,306.0,1,4560.0,33338,28.0,2309.0,2005
831,4296.0,OO,8394.0,2154.0,1,1583.0,41443,33.0,992.0,2005
832,401.0,TZ,725.0,443.0,1,1068.0,5229,22.0,27.0,2005
833,5636.0,UA,10058.0,5348.0,1,7708.0,41537,5.0,668.0,2005
834,4764.0,US,8231.0,4852.0,1,6510.0,37507,0.0,398.0,2005
835,9087.0,WN,20682.0,14305.0,1,8698.0,85903,170.0,992.0,2005
836,2019.0,XE,4753.0,2855.0,1,6220.0,30085,63.0,558.0,2005
837,3468.0,AA,7924.0,3697.0,2,6322.0,52197,17.0,951.0,2005
838,1640.0,AS,2865.0,1416.0,2,1400.0,11956,25.0,40.0,2005
839,1184.0,B6,1768.0,1220.0,2,1647.0,7835,39.0,12.0,2005
840,1468.0,CO,3258.0,1308.0,2,3843.0,21768,33.0,377.0,2005
841,915.0,DH,1728.0,1163.0,2,1595.0,11653,7.0,35.0,2005
842,3349.0,DL,8242.0,4332.0,2,9114.0,55015,1.0,387.0,2005
843,2756.0,EV,5918.0,1070.0,2,4371.0,22594,9.0,1177.0,2005
844,851.0,FL,3718.0,1769.0,2,2937.0,13714,0.0,32.0,2005
845,118.0,HA,90.0,42.0,2,6.0,3553,2.0,3.0,2005
846,1689.0,HP,2593.0,1424.0,2,2251.0,14755,19.0,56.0,2005
847,2647.0,MQ,5776.0,3674.0,2,4984.0,39900,7.0,499.0,2005
848,3858.0,NW,4943.0,2207.0,2,6457.0,37809,20.0,839.0,2005
849,2628.0,OH,4870.0,111.0,2,2965.0,30227,37.0,1275.0,2005
850,3473.0,OO,5429.0,897.0,2,1159.0,38537,20.0,354.0,2005
851,185.0,TZ,471.0,251.0,2,564.0,4169,8.0,3.0,2005
852,3164.0,UA,5898.0,2905.0,2,4651.0,37155,0.0,182.0,2005
853,5344.0,US,7693.0,4262.0,2,5531.0,36011,0.0,356.0,2005
854,7293.0,WN,16522.0,11576.0,2,7106.0,78220,116.0,601.0,2005
855,1539.0,XE,3799.0,2326.0,2,5096.0,28264,31.0,518.0,2005
856,4417.0,AA,10333.0,5088.0,3,7728.0,58466,42.0,1454.0,2005
857,2024.0,AS,3219.0,1636.0,3,1605.0,13233,29.0,31.0,2005
858,1841.0,B6,2679.0,2024.0,3,2364.0,9196,65.0,59.0,2005
859,2250.0,CO,4671.0,1984.0,3,5698.0,26680,76.0,400.0,2005
860,1141.0,DH,2064.0,1245.0,3,1728.0,13263,12.0,63.0,2005
861,4322.0,DL,10531.0,5788.0,3,9559.0,60784,32.0,838.0,2005
862,2843.0,EV,5759.0,910.0,3,3675.0,26005,25.0,1173.0,2005
863,1175.0,FL,4653.0,2309.0,3,3183.0,15797,0.0,48.0,2005
864,301.0,HA,279.0,186.0,3,27.0,3921,8.0,2.0,2005
865,1493.0,HP,2187.0,1109.0,3,1869.0,16684,33.0,38.0,2005
866,3292.0,MQ,6798.0,4284.0,3,5588.0,44844,15.0,585.0,2005
867,4927.0,NW,6675.0,2971.0,3,7033.0,44090,35.0,1167.0,2005
868,2693.0,OH,5527.0,319.0,3,3241.0,33124,121.0,1435.0,2005
869,4010.0,OO,6622.0,1160.0,3,1550.0,44527,23.0,323.0,2005
870,233.0,TZ,642.0,326.0,3,645.0,4181,13.0,9.0,2005
871,3742.0,UA,7069.0,3460.0,3,4886.0,40633,3.0,223.0,2005
872,7812.0,US,10993.0,6417.0,3,6877.0,40742,0.0,303.0,2005
873,8642.0,WN,19222.0,12611.0,3,7201.0,87562,161.0,544.0,2005
874,1914.0,XE,4819.0,2932.0,3,5931.0,33808,53.0,438.0,2005
875,3256.0,AA,7086.0,3578.0,4,5307.0,55773,18.0,887.0,2005
876,1716.0,AS,2699.0,1289.0,4,1281.0,12753,17.0,18.0,2005
877,964.0,B6,1587.0,1153.0,4,1567.0,9241,33.0,37.0,2005
878,1504.0,CO,2917.0,1186.0,4,3817.0,24826,49.0,225.0,2005
879,693.0,DH,1577.0,946.0,4,1101.0,13127,5.0,93.0,2005
880,3089.0,DL,6353.0,3266.0,4,6752.0,57967,8.0,473.0,2005
881,2395.0,EV,4384.0,761.0,4,2879.0,25326,11.0,883.0,2005
882,887.0,FL,2995.0,1504.0,4,1971.0,15737,0.0,28.0,2005
883,155.0,HA,125.0,39.0,4,2.0,3889,5.0,1.0,2005
884,1126.0,HP,1707.0,746.0,4,1536.0,16196,43.0,28.0,2005
885,3024.0,MQ,5829.0,3512.0,4,4213.0,43778,18.0,481.0,2005
886,3300.0,NW,4371.0,1650.0,4,4611.0,42625,22.0,558.0,2005
