,CarrierDel,CarrierID,Delays,DepState,LateAircraftDel,Month,NASDel,NumFlights,SecurityDel,WeatherDel,Year
388,860.0,,1961.0,MO,1319.0,8,921.0,10328,3.0,64.0,2013
389,85.0,,219.0,MS,173.0,8,146.0,1299,1.0,5.0,2013
390,70.0,,210.0,MT,132.0,8,127.0,2025,1.0,4.0,2013
391,2159.0,,3354.0,NC,1829.0,8,2600.0,19605,29.0,86.0,2013
392,65.0,,194.0,ND,138.0,8,113.0,1688,0.0,6.0,2013
393,153.0,,337.0,NE,219.0,8,185.0,2393,0.0,7.0,2013
394,79.0,,142.0,NH,85.0,8,85.0,901,1.0,1.0,2013
395,1389.0,,2472.0,NJ,1207.0,8,1511.0,10510,19.0,87.0,2013
396,256.0,,539.0,NM,397.0,8,262.0,2944,1.0,16.0,2013
397,1824.0,,3566.0,NV,2317.0,8,1704.0,13723,9.0,164.0,2013
398,2919.0,,5291.0,NY,2959.0,8,3596.0,25304,27.0,251.0,2013
399,541.0,,1386.0,OH,861.0,8,856.0,8341,2.0,43.0,2013
400,235.0,,629.0,OK,464.0,8,288.0,4016,2.0,27.0,2013
401,411.0,,1008.0,OR,596.0,8,664.0,6266,12.0,6.0,2013
402,1155.0,,2001.0,PA,1170.0,8,1604.0,11426,17.0,101.0,2013
403,417.0,,624.0,PR,422.0,8,397.0,2461,16.0,5.0,2013
404,101.0,,203.0,RI,144.0,8,121.0,1352,0.0,3.0,2013
405,268.0,,609.0,SC,425.0,8,412.0,3363,2.0,25.0,2013
406,55.0,,180.0,SD,114.0,8,90.0,1204,1.0,9.0,2013
407,758.0,,1741.0,TN,1103.0,8,952.0,10099,2.0,82.0,2013
408,8.0,,18.0,TT,2.0,8,3.0,40,0.0,2.0,2013
409,7371.0,,13153.0,TX,7258.0,8,5680.0,63840,15.0,847.0,2013
410,686.0,,1243.0,UT,631.0,8,562.0,10586,0.0,24.0,2013
411,1335.0,,2700.0,VA,1490.0,8,1963.0,16674,17.0,85.0,2013
412,21.0,,49.0,VI,36.0,8,25.0,390,0.0,4.0,2013
413,45.0,,111.0,VT,59.0,8,56.0,560,0.0,1.0,2013
414,1016.0,,1641.0,WA,869.0,8,1447.0,11519,13.0,47.0,2013
415,353.0,,930.0,WI,661.0,8,489.0,5682,0.0,31.0,2013
416,24.0,,62.0,WV,46.0,8,34.0,341,0.0,3.0,2013
417,43.0,,132.0,WY,71.0,8,84.0,1076,1.0,9.0,2013
