,Cancelled,CarrierDel,CarrierID,Delays,DepState,LateAircraftDel,Month,NASDel,NumFlights,SecurityDel,WeatherDel,Year
2912,187.0,1169.0,,2307.0,NC,1157.0,10,2243.0,17794,13.0,141.0,2004
2913,9.0,34.0,,60.0,ND,27.0,10,40.0,664,1.0,1.0,2004
2914,10.0,80.0,,229.0,NE,119.0,10,158.0,1830,0.0,20.0,2004
2915,12.0,61.0,,293.0,NH,144.0,10,213.0,2314,0.0,14.0,2004
2916,142.0,796.0,,1751.0,NJ,974.0,10,1693.0,13608,23.0,64.0,2004
2917,10.0,251.0,,595.0,NM,364.0,10,261.0,3224,15.0,24.0,2004
2918,158.0,1844.0,,3510.0,NV,2402.0,10,2085.0,16385,12.0,83.0,2004
2919,295.0,1324.0,,3229.0,NY,1413.0,10,3198.0,28358,25.0,291.0,2004
2920,115.0,527.0,,1437.0,OH,719.0,10,1651.0,14119,17.0,113.0,2004
2921,61.0,182.0,,544.0,OK,358.0,10,351.0,3859,3.0,59.0,2004
2922,39.0,355.0,,785.0,OR,424.0,10,389.0,5666,14.0,30.0,2004
2923,275.0,2126.0,,3580.0,PA,1746.0,10,2630.0,18602,10.0,180.0,2004
2924,9.0,84.0,,123.0,PR,58.0,10,168.0,1912,7.0,3.0,2004
2925,17.0,70.0,,305.0,RI,169.0,10,269.0,2992,2.0,6.0,2004
2926,57.0,201.0,,718.0,SC,275.0,10,679.0,4535,14.0,98.0,2004
2927,9.0,53.0,,92.0,SD,34.0,10,44.0,877,1.0,19.0,2004
2928,109.0,660.0,,1545.0,TN,816.0,10,1455.0,11123,9.0,145.0,2004
2929,888.0,4853.0,,10209.0,TX,5446.0,10,7933.0,70218,25.0,2277.0,2004
2930,117.0,895.0,,1198.0,UT,442.0,10,683.0,12027,3.0,63.0,2004
2931,423.0,1542.0,,4163.0,VA,2395.0,10,3251.0,27570,30.0,202.0,2004
2932,1.0,8.0,,15.0,VI,12.0,10,25.0,239,0.0,0.0,2004
2933,6.0,28.0,,93.0,VT,37.0,10,93.0,755,0.0,10.0,2004
2934,123.0,879.0,,1406.0,WA,607.0,10,1041.0,10692,7.0,37.0,2004
2935,41.0,119.0,,394.0,WI,253.0,10,398.0,3439,1.0,38.0,2004
2936,25.0,28.0,,130.0,WV,46.0,10,71.0,700,0.0,20.0,2004
2937,11.0,50.0,,74.0,WY,21.0,10,14.0,565,1.0,6.0,2004
2938,122.0,411.0,,853.0,AK,503.0,11,451.0,3017,15.0,31.0,2004
2939,79.0,219.0,,721.0,AL,254.0,11,581.0,3924,2.0,121.0,2004
2940,96.0,236.0,,585.0,AR,348.0,11,508.0,3020,4.0,53.0,2004
2941,88.0,1942.0,,3151.0,AZ,1696.0,11,1847.0,15547,35.0,54.0,2004
2942,700.0,4985.0,,9553.0,CA,5174.0,11,5803.0,66795,70.0,374.0,2004
2943,143.0,1170.0,,1892.0,CO,895.0,11,1397.0,13805,7.0,204.0,2004
2944,14.0,106.0,,302.0,CT,170.0,11,414.0,3085,3.0,24.0,2004
2945,182.0,2232.0,,5209.0,FL,2561.0,11,4776.0,37279,99.0,208.0,2004
2946,598.0,4039.0,,9659.0,GA,4187.0,11,5629.0,36492,13.0,1578.0,2004
2947,11.0,252.0,,270.0,HI,135.0,11,189.0,5268,2.0,9.0,2004
2948,42.0,85.0,,234.0,IA,137.0,11,232.0,1569,1.0,17.0,2004
2949,70.0,101.0,,287.0,ID,161.0,11,135.0,2059,4.0,36.0,2004
2950,703.0,3287.0,,7168.0,IL,3935.0,11,4328.0,37224,45.0,827.0,2004
2951,52.0,243.0,,672.0,IN,285.0,11,627.0,4767,18.0,46.0,2004
2952,25.0,48.0,,158.0,KS,61.0,11,126.0,905,0.0,14.0,2004
2953,186.0,1937.0,,3115.0,KY,471.0,11,2153.0,19478,8.0,471.0,2004
2954,89.0,456.0,,1186.0,LA,592.0,11,957.0,6778,7.0,105.0,2004
2955,171.0,577.0,,1462.0,MA,660.0,11,1436.0,10741,3.0,230.0,2004
2956,58.0,560.0,,1268.0,MD,626.0,11,687.0,8572,7.0,22.0,2004
2957,18.0,63.0,,155.0,ME,64.0,11,154.0,1172,0.0,15.0,2004
2958,184.0,1392.0,,2017.0,MI,647.0,11,2187.0,15597,12.0,257.0,2004
2959,93.0,790.0,,1180.0,MN,303.0,11,1401.0,11827,1.0,139.0,2004
2960,75.0,646.0,,1741.0,MO,921.0,11,1084.0,10362,13.0,137.0,2004
2961,36.0,90.0,,358.0,MS,131.0,11,331.0,1761,4.0,26.0,2004
2962,33.0,70.0,,112.0,MT,29.0,11,59.0,2070,2.0,9.0,2004
2963,147.0,1315.0,,2803.0,NC,1371.0,11,2381.0,17044,8.0,147.0,2004
2964,5.0,22.0,,50.0,ND,22.0,11,22.0,653,1.0,4.0,2004
2965,18.0,106.0,,245.0,NE,115.0,11,209.0,2016,1.0,19.0,2004
2966,19.0,69.0,,244.0,NH,140.0,11,241.0,2200,0.0,9.0,2004
2967,133.0,936.0,,2270.0,NJ,1318.0,11,2216.0,13037,50.0,231.0,2004
2968,6.0,183.0,,470.0,NM,300.0,11,249.0,2899,1.0,20.0,2004
2969,197.0,1854.0,,3381.0,NV,2311.0,11,2018.0,15825,23.0,174.0,2004
2970,329.0,1491.0,,3756.0,NY,1628.0,11,3632.0,27160,23.0,416.0,2004
2971,181.0,637.0,,1738.0,OH,818.0,11,1831.0,13666,4.0,128.0,2004
2972,48.0,192.0,,607.0,OK,408.0,11,412.0,3612,3.0,39.0,2004
2973,124.0,436.0,,898.0,OR,462.0,11,469.0,5401,2.0,67.0,2004
2974,209.0,2228.0,,3695.0,PA,1737.0,11,2779.0,17581,23.0,109.0,2004
2975,14.0,129.0,,202.0,PR,98.0,11,216.0,2119,3.0,2.0,2004
2976,21.0,105.0,,380.0,RI,198.0,11,331.0,2737,6.0,30.0,2004
2977,66.0,253.0,,800.0,SC,269.0,11,748.0,4619,8.0,103.0,2004
2978,7.0,35.0,,73.0,SD,13.0,11,29.0,772,0.0,6.0,2004
2979,119.0,827.0,,1899.0,TN,902.0,11,1559.0,11127,13.0,187.0,2004
2980,1154.0,5646.0,,12262.0,TX,6765.0,11,8941.0,66480,33.0,2563.0,2004
2981,137.0,973.0,,1364.0,UT,429.0,11,746.0,11533,3.0,82.0,2004
2982,302.0,1648.0,,3977.0,VA,2129.0,11,3196.0,25525,61.0,141.0,2004
2983,0.0,15.0,,27.0,VI,16.0,11,40.0,317,2.0,1.0,2004
2984,3.0,28.0,,90.0,VT,42.0,11,79.0,664,0.0,5.0,2004
2985,153.0,1287.0,,2061.0,WA,812.0,11,1261.0,9920,31.0,74.0,2004
2986,57.0,154.0,,433.0,WI,207.0,11,456.0,3414,0.0,40.0,2004
2987,11.0,37.0,,99.0,WV,27.0,11,95.0,645,1.0,17.0,2004
2988,9.0,32.0,,75.0,WY,12.0,11,24.0,530,1.0,12.0,2004
2989,137.0,560.0,,1098.0,AK,657.0,12,467.0,3175,5.0,35.0,2004
2990,132.0,295.0,,762.0,AL,341.0,12,578.0,3969,1.0,88.0,2004
2991,146.0,256.0,,619.0,AR,362.0,12,492.0,3104,4.0,72.0,2004
2992,172.0,2943.0,,4420.0,AZ,2604.0,12,2447.0,16359,58.0,108.0,2004
2993,1750.0,8436.0,,15877.0,CA,9208.0,12,8802.0,69821,171.0,856.0,2004
2994,245.0,1844.0,,3092.0,CO,1456.0,12,1486.0,15152,13.0,153.0,2004
2995,70.0,322.0,,664.0,CT,360.0,12,690.0,3142,9.0,68.0,2004
2996,438.0,3738.0,,8336.0,FL,5074.0,12,5938.0,39736,128.0,320.0,2004
2997,927.0,5062.0,,10164.0,GA,4104.0,12,5290.0,37497,42.0,907.0,2004
2998,24.0,302.0,,238.0,HI,87.0,12,523.0,5682,3.0,2.0,2004
2999,91.0,102.0,,348.0,IA,173.0,12,237.0,1646,0.0,34.0,2004
3000,96.0,178.0,,499.0,ID,252.0,12,201.0,2208,3.0,68.0,2004
3001,1104.0,5657.0,,11049.0,IL,6148.0,12,6163.0,38226,60.0,912.0,2004
3002,226.0,518.0,,1144.0,IN,524.0,12,938.0,5139,13.0,168.0,2004
3003,19.0,53.0,,177.0,KS,84.0,12,120.0,880,1.0,11.0,2004
3004,2336.0,2350.0,,4353.0,KY,776.0,12,2856.0,20322,7.0,1193.0,2004
3005,169.0,479.0,,1197.0,LA,646.0,12,891.0,6915,51.0,88.0,2004
3006,487.0,1213.0,,2354.0,MA,1065.0,12,2505.0,10992,30.0,570.0,2004
3007,126.0,998.0,,2061.0,MD,1128.0,12,1050.0,8981,20.0,76.0,2004
3008,92.0,105.0,,246.0,ME,107.0,12,249.0,1172,2.0,42.0,2004
3009,370.0,2247.0,,3481.0,MI,1246.0,12,3152.0,15569,27.0,542.0,2004
3010,195.0,1842.0,,2434.0,MN,859.0,12,2487.0,12163,5.0,293.0,2004
3011,211.0,996.0,,2269.0,MO,1281.0,12,1225.0,10739,25.0,102.0,2004
3012,51.0,142.0,,396.0,MS,165.0,12,322.0,1866,1.0,33.0,2004
3013,74.0,139.0,,355.0,MT,76.0,12,196.0,2245,7.0,66.0,2004
3014,516.0,1987.0,,3723.0,NC,1905.0,12,2726.0,17776,7.0,186.0,2004
3015,4.0,53.0,,107.0,ND,52.0,12,45.0,672,5.0,19.0,2004
3016,51.0,208.0,,442.0,NE,215.0,12,235.0,2075,4.0,25.0,2004
3017,70.0,171.0,,438.0,NH,263.0,12,477.0,2259,1.0,40.0,2004
3018,309.0,1569.0,,3272.0,NJ,1837.0,12,3170.0,13220,236.0,434.0,2004
3019,19.0,284.0,,614.0,NM,397.0,12,286.0,3075,1.0,16.0,2004
3020,269.0,2661.0,,4526.0,NV,2959.0,12,2305.0,16448,26.0,141.0,2004
3021,1016.0,3267.0,,6742.0,NY,3283.0,12,5267.0,27851,102.0,1012.0,2004
3022,862.0,1018.0,,2985.0,OH,1547.0,12,3087.0,14041,15.0,802.0,2004
3023,67.0,230.0,,661.0,OK,411.0,12,390.0,3763,7.0,46.0,2004
3024,100.0,735.0,,1324.0,OR,670.0,12,611.0,5611,11.0,65.0,2004
3025,661.0,3395.0,,5239.0,PA,2719.0,12,3840.0,17888,43.0,189.0,2004
3026,20.0,261.0,,440.0,PR,281.0,12,348.0,2394,5.0,3.0,2004
3027,84.0,215.0,,577.0,RI,321.0,12,494.0,2815,7.0,50.0,2004
3028,246.0,267.0,,924.0,SC,373.0,12,676.0,4561,9.0,106.0,2004
3029,21.0,53.0,,109.0,SD,40.0,12,44.0,803,1.0,8.0,2004
3030,361.0,1208.0,,2578.0,TN,1353.0,12,2006.0,11449,12.0,277.0,2004
3031,976.0,6706.0,,13158.0,TX,6776.0,12,8301.0,69528,185.0,1978.0,2004
3032,346.0,1717.0,,2596.0,UT,947.0,12,1304.0,12204,4.0,269.0,2004
3033,913.0,2563.0,,5795.0,VA,3331.0,12,4075.0,25612,58.0,357.0,2004
3034,3.0,22.0,,66.0,VI,47.0,12,64.0,355,0.0,2.0,2004
3035,37.0,64.0,,168.0,VT,87.0,12,187.0,676,0.0,25.0,2004
3036,212.0,1828.0,,2852.0,WA,1261.0,12,1454.0,10291,28.0,90.0,2004
3037,172.0,234.0,,618.0,WI,327.0,12,564.0,3448,5.0,53.0,2004
3038,50.0,43.0,,121.0,WV,33.0,12,76.0,624,0.0,27.0,2004
3039,31.0,57.0,,141.0,WY,33.0,12,53.0,592,2.0,22.0,2004
3040,146.0,307.0,,718.0,AK,415.0,1,320.0,3182,4.0,29.0,2005
3041,159.0,185.0,,639.0,AL,250.0,1,446.0,3853,3.0,82.0,2005
3042,147.0,171.0,,524.0,AR,302.0,1,429.0,3064,0.0,43.0,2005
3043,284.0,2407.0,,4131.0,AZ,2319.0,1,1931.0,16210,37.0,109.0,2005
3044,1676.0,6684.0,,13849.0,CA,7832.0,1,7039.0,68316,94.0,746.0,2005
3045,363.0,1972.0,,3620.0,CO,1731.0,1,2074.0,15185,16.0,614.0,2005
3046,204.0,202.0,,514.0,CT,283.0,1,630.0,3083,3.0,71.0,2005
3047,931.0,3990.0,,7931.0,FL,4696.0,1,6890.0,39479,104.0,272.0,2005
3048,2504.0,4096.0,,7993.0,GA,3009.0,1,5022.0,37233,6.0,833.0,2005
3049,35.0,244.0,,411.0,HI,206.0,1,166.0,5743,2.0,13.0,2005
3050,132.0,114.0,,370.0,IA,181.0,1,348.0,1661,0.0,59.0,2005
3051,144.0,128.0,,471.0,ID,201.0,1,188.0,2181,0.0,67.0,2005
3052,2542.0,5363.0,,10724.0,IL,6441.0,1,7557.0,36610,24.0,2225.0,2005
3053,234.0,425.0,,983.0,IN,424.0,1,914.0,5176,6.0,142.0,2005
3054,71.0,50.0,,159.0,KS,79.0,1,122.0,855,0.0,22.0,2005
3055,1090.0,2910.0,,4837.0,KY,721.0,1,3454.0,20959,18.0,1005.0,2005
3056,162.0,420.0,,1037.0,LA,584.0,1,851.0,7011,11.0,73.0,2005
3057,1161.0,994.0,,2380.0,MA,1104.0,1,2504.0,10848,10.0,703.0,2005
3058,327.0,875.0,,1998.0,MD,1123.0,1,1067.0,8798,9.0,137.0,2005
3059,117.0,119.0,,231.0,ME,74.0,1,260.0,1124,5.0,43.0,2005
3060,568.0,1913.0,,2810.0,MI,1069.0,1,3504.0,14685,17.0,438.0,2005
3061,330.0,1575.0,,2041.0,MN,720.0,1,2796.0,11635,5.0,290.0,2005
3062,404.0,800.0,,2043.0,MO,1175.0,1,1524.0,10803,3.0,207.0,2005
3063,71.0,90.0,,278.0,MS,118.0,1,243.0,1730,2.0,20.0,2005
3064,102.0,152.0,,362.0,MT,97.0,1,178.0,2195,6.0,62.0,2005
3065,715.0,1506.0,,3192.0,NC,1546.0,1,2539.0,17399,0.0,240.0,2005
3066,23.0,59.0,,124.0,ND,53.0,1,58.0,721,2.0,27.0,2005
3067,52.0,172.0,,425.0,NE,211.0,1,404.0,1912,2.0,67.0,2005
3068,179.0,132.0,,356.0,NH,191.0,1,418.0,2177,1.0,32.0,2005
3069,695.0,1206.0,,2534.0,NJ,1273.0,1,2595.0,12366,118.0,420.0,2005
3070,27.0,163.0,,488.0,NM,311.0,1,210.0,2980,0.0,9.0,2005
3071,604.0,2498.0,,4664.0,NV,3027.0,1,2293.0,16339,34.0,206.0,2005
3072,1963.0,2777.0,,5913.0,NY,2769.0,1,4556.0,27392,57.0,811.0,2005
3073,630.0,892.0,,2401.0,OH,1257.0,1,2747.0,13112,15.0,399.0,2005
3074,87.0,160.0,,553.0,OK,363.0,1,407.0,3604,3.0,63.0,2005
3075,183.0,523.0,,1010.0,OR,460.0,1,545.0,5388,5.0,83.0,2005
3076,1139.0,3027.0,,4909.0,PA,2570.0,1,3897.0,17548,12.0,270.0,2005
3077,78.0,287.0,,438.0,PR,252.0,1,333.0,2480,3.0,3.0,2005
3078,210.0,106.0,,417.0,RI,240.0,1,415.0,2661,0.0,55.0,2005
3079,270.0,216.0,,766.0,SC,296.0,1,538.0,4464,2.0,86.0,2005
3080,23.0,62.0,,116.0,SD,34.0,1,47.0,638,0.0,21.0,2005
3081,323.0,959.0,,2016.0,TN,1080.0,1,1605.0,11341,5.0,138.0,2005
3082,1457.0,5863.0,,11152.0,TX,5742.0,1,7295.0,67824,29.0,1573.0,2005
3083,461.0,1343.0,,2388.0,UT,775.0,1,1344.0,12307,12.0,253.0,2005
3084,1536.0,1822.0,,4511.0,VA,2388.0,1,3621.0,25013,15.0,443.0,2005
3085,16.0,27.0,,71.0,VI,48.0,1,71.0,392,1.0,3.0,2005
3086,40.0,63.0,,147.0,VT,75.0,1,175.0,652,3.0,19.0,2005
3087,203.0,1317.0,,2048.0,WA,833.0,1,1399.0,9803,20.0,113.0,2005
3088,172.0,228.0,,654.0,WI,378.0,1,766.0,3461,3.0,81.0,2005
3089,44.0,42.0,,99.0,WV,21.0,1,80.0,622,1.0,22.0,2005
3090,50.0,67.0,,191.0,WY,63.0,1,85.0,709,4.0,40.0,2005
3091,94.0,275.0,,590.0,AK,357.0,2,277.0,2857,10.0,20.0,2005
3092,83.0,156.0,,540.0,AL,199.0,2,471.0,3476,2.0,69.0,2005
3093,84.0,147.0,,415.0,AR,187.0,2,314.0,2861,0.0,22.0,2005
3094,106.0,1966.0,,3464.0,AZ,1951.0,2,1618.0,14898,20.0,86.0,2005
3095,672.0,5569.0,,11030.0,CA,6110.0,2,5999.0,61828,66.0,539.0,2005
3096,127.0,1214.0,,2036.0,CO,837.0,2,1046.0,13678,13.0,65.0,2005
3097,47.0,143.0,,400.0,CT,226.0,2,376.0,2984,3.0,45.0,2005
3098,251.0,3625.0,,7154.0,FL,4152.0,2,6773.0,37782,40.0,249.0,2005
3099,1245.0,3742.0,,7981.0,GA,3692.0,2,5831.0,35843,4.0,959.0,2005
3100,5.0,163.0,,251.0,HI,107.0,2,109.0,5253,2.0,2.0,2005
3101,25.0,62.0,,189.0,IA,84.0,2,121.0,1440,1.0,22.0,2005
3102,29.0,89.0,,224.0,ID,98.0,2,89.0,2038,2.0,18.0,2005
3103,766.0,2990.0,,6369.0,IL,3249.0,2,4098.0,33186,10.0,597.0,2005
3104,120.0,317.0,,717.0,IN,263.0,2,744.0,4773,6.0,83.0,2005
3105,32.0,27.0,,123.0,KS,47.0,2,92.0,939,0.0,13.0,2005
3106,442.0,1673.0,,2788.0,KY,435.0,2,2384.0,19285,35.0,455.0,2005
3107,105.0,411.0,,1100.0,LA,603.0,2,826.0,6257,10.0,62.0,2005
3108,266.0,770.0,,1657.0,MA,711.0,2,1669.0,10006,6.0,342.0,2005
3109,106.0,623.0,,1394.0,MD,752.0,2,998.0,8168,3.0,101.0,2005
3110,53.0,87.0,,182.0,ME,68.0,2,202.0,1065,3.0,36.0,2005
3111,351.0,1781.0,,2434.0,MI,935.0,2,3318.0,13785,7.0,432.0,2005
3112,131.0,997.0,,1307.0,MN,419.0,2,1833.0,10845,3.0,176.0,2005
3113,122.0,511.0,,1359.0,MO,731.0,2,1075.0,9794,5.0,68.0,2005
3114,45.0,55.0,,280.0,MS,110.0,2,261.0,1584,1.0,14.0,2005
3115,29.0,69.0,,147.0,MT,50.0,2,66.0,2055,3.0,6.0,2005
3116,261.0,1453.0,,2854.0,NC,1315.0,2,2269.0,16284,1.0,136.0,2005
3117,7.0,27.0,,44.0,ND,14.0,2,32.0,631,2.0,3.0,2005
3118,16.0,104.0,,271.0,NE,119.0,2,220.0,1849,0.0,28.0,2005
3119,32.0,124.0,,253.0,NH,145.0,2,313.0,1940,1.0,30.0,2005
3120,313.0,1036.0,,2008.0,NJ,1100.0,2,2371.0,11553,32.0,295.0,2005
3121,9.0,108.0,,363.0,NM,236.0,2,158.0,2636,0.0,5.0,2005
3122,217.0,1844.0,,3716.0,NV,2401.0,2,1779.0,14972,24.0,109.0,2005
3123,629.0,1951.0,,4549.0,NY,2242.0,2,4021.0,25058,20.0,678.0,2005
3124,183.0,659.0,,1583.0,OH,729.0,2,1838.0,12030,1.0,96.0,2005
3125,48.0,159.0,,446.0,OK,232.0,2,243.0,3382,0.0,25.0,2005
3126,68.0,387.0,,674.0,OR,339.0,2,436.0,4955,1.0,25.0,2005
3127,458.0,2154.0,,3622.0,PA,1709.0,2,2708.0,15572,5.0,180.0,2005
3128,34.0,239.0,,299.0,PR,164.0,2,349.0,2246,3.0,1.0,2005
3129,37.0,88.0,,290.0,RI,170.0,2,244.0,2449,0.0,25.0,2005
3130,127.0,155.0,,576.0,SC,176.0,2,546.0,3724,2.0,56.0,2005
3131,6.0,36.0,,47.0,SD,3.0,2,22.0,583,0.0,2.0,2005
3132,204.0,721.0,,1558.0,TN,791.0,2,1387.0,10271,3.0,137.0,2005
3133,709.0,4210.0,,8637.0,TX,4091.0,2,5654.0,59387,10.0,866.0,2005
3134,135.0,1315.0,,1886.0,UT,614.0,2,1330.0,12657,5.0,92.0,2005
3135,484.0,1999.0,,3541.0,VA,1819.0,2,3702.0,22387,12.0,310.0,2005
3136,3.0,30.0,,53.0,VI,39.0,2,63.0,352,1.0,1.0,2005
3137,15.0,69.0,,102.0,VT,54.0,2,125.0,615,2.0,8.0,2005
3138,89.0,1023.0,,1451.0,WA,552.0,2,1041.0,8870,10.0,47.0,2005
3139,65.0,148.0,,405.0,WI,201.0,2,464.0,3140,1.0,39.0,2005
3140,13.0,27.0,,68.0,WV,4.0,2,48.0,471,0.0,17.0,2005
3141,7.0,41.0,,78.0,WY,18.0,2,46.0,638,0.0,5.0,2005
3142,83.0,361.0,,679.0,AK,435.0,3,361.0,3157,12.0,19.0,2005
3143,106.0,198.0,,602.0,AL,235.0,3,439.0,3940,4.0,71.0,2005
3144,64.0,182.0,,491.0,AR,220.0,3,360.0,3277,2.0,20.0,2005
3145,83.0,1928.0,,3205.0,AZ,1587.0,3,1741.0,16720,16.0,29.0,2005
3146,652.0,5766.0,,10407.0,CA,5465.0,3,6325.0,69227,90.0,302.0,2005
3147,106.0,1529.0,,2483.0,CO,1052.0,3,1378.0,15467,6.0,116.0,2005
3148,111.0,207.0,,493.0,CT,266.0,3,479.0,3393,1.0,58.0,2005
3149,366.0,5472.0,,11225.0,FL,7158.0,3,9401.0,43447,91.0,807.0,2005
3150,1224.0,4504.0,,9475.0,GA,4282.0,3,5156.0,40082,4.0,1366.0,2005
3151,10.0,345.0,,573.0,HI,323.0,3,161.0,5880,4.0,5.0,2005
3152,30.0,66.0,,210.0,IA,116.0,3,141.0,1517,1.0,11.0,2005
3153,33.0,106.0,,312.0,ID,124.0,3,121.0,2349,2.0,14.0,2005
3154,600.0,4066.0,,8643.0,IL,4279.0,3,4639.0,37600,31.0,960.0,2005
3155,93.0,354.0,,805.0,IN,336.0,3,700.0,5283,2.0,77.0,2005
3156,26.0,32.0,,149.0,KS,60.0,3,106.0,1082,0.0,4.0,2005
3157,521.0,1891.0,,3304.0,KY,561.0,3,2461.0,21682,149.0,409.0,2005
3158,76.0,542.0,,1336.0,LA,778.0,3,860.0,6995,8.0,57.0,2005
3159,479.0,984.0,,2165.0,MA,1103.0,3,1860.0,11236,2.0,360.0,2005
3160,119.0,756.0,,1754.0,MD,939.0,3,986.0,9201,36.0,72.0,2005
3161,62.0,100.0,,214.0,ME,66.0,3,168.0,1201,4.0,30.0,2005
3162,267.0,2059.0,,2738.0,MI,1014.0,3,2984.0,15820,18.0,332.0,2005
3163,191.0,1396.0,,2165.0,MN,785.0,3,2140.0,12543,4.0,435.0,2005
3164,119.0,645.0,,1721.0,MO,965.0,3,1086.0,10991,6.0,56.0,2005
3165,49.0,72.0,,303.0,MS,128.0,3,237.0,1823,0.0,20.0,2005
3166,50.0,142.0,,332.0,MT,96.0,3,166.0,2280,4.0,36.0,2005
3167,363.0,2089.0,,3935.0,NC,1969.0,3,2921.0,18608,11.0,191.0,2005
3168,10.0,21.0,,73.0,ND,26.0,3,45.0,666,1.0,18.0,2005
3169,24.0,109.0,,298.0,NE,123.0,3,161.0,2094,0.0,14.0,2005
3170,90.0,102.0,,300.0,NH,178.0,3,304.0,2157,0.0,12.0,2005
3171,379.0,1505.0,,2938.0,NJ,1731.0,3,3141.0,13505,64.0,379.0,2005
3172,13.0,189.0,,497.0,NM,318.0,3,221.0,3002,0.0,17.0,2005
3173,111.0,1881.0,,3419.0,NV,2100.0,3,1868.0,16800,36.0,29.0,2005
3174,991.0,2665.0,,5811.0,NY,3181.0,3,5127.0,28314,39.0,865.0,2005
3175,270.0,808.0,,2028.0,OH,984.0,3,2210.0,14094,17.0,199.0,2005
3176,41.0,154.0,,482.0,OK,285.0,3,260.0,3758,5.0,22.0,2005
3177,35.0,455.0,,837.0,OR,385.0,3,368.0,5748,3.0,12.0,2005
3178,456.0,2830.0,,4778.0,PA,2355.0,3,2665.0,17366,2.0,153.0,2005
3179,27.0,349.0,,450.0,PR,275.0,3,461.0,2448,2.0,2.0,2005
3180,93.0,123.0,,416.0,RI,221.0,3,324.0,2786,1.0,38.0,2005
3181,152.0,238.0,,747.0,SC,269.0,3,613.0,4346,2.0,93.0,2005
3182,9.0,44.0,,82.0,SD,24.0,3,48.0,697,0.0,12.0,2005
3183,223.0,819.0,,1884.0,TN,973.0,3,1486.0,11590,2.0,155.0,2005
3184,507.0,5379.0,,10204.0,TX,4817.0,3,6823.0,67718,25.0,754.0,2005
3185,130.0,1422.0,,2459.0,UT,748.0,3,1213.0,14432,6.0,79.0,2005
3186,511.0,2700.0,,4588.0,VA,2310.0,3,3985.0,25191,21.0,315.0,2005
3187,3.0,38.0,,68.0,VI,52.0,3,89.0,413,2.0,1.0,2005
3188,17.0,29.0,,92.0,VT,48.0,3,111.0,685,1.0,12.0,2005
3189,86.0,1162.0,,1881.0,WA,697.0,3,882.0,10060,7.0,20.0,2005
3190,83.0,181.0,,490.0,WI,276.0,3,485.0,3594,1.0,35.0,2005
3191,16.0,33.0,,79.0,WV,4.0,3,68.0,552,1.0,28.0,2005
3192,9.0,44.0,,122.0,WY,37.0,3,53.0,723,0.0,12.0,2005
3193,62.0,261.0,,462.0,AK,309.0,4,262.0,3060,7.0,5.0,2005
3194,81.0,199.0,,468.0,AL,202.0,4,352.0,3698,2.0,55.0,2005
3195,74.0,119.0,,335.0,AR,193.0,4,301.0,3172,0.0,31.0,2005
3196,79.0,1382.0,,2412.0,AZ,1127.0,4,1187.0,16010,25.0,21.0,2005
3197,524.0,3938.0,,7813.0,CA,4066.0,4,3616.0,66552,45.0,134.0,2005
3198,566.0,1035.0,,1749.0,CO,822.0,4,1087.0,13985,0.0,248.0,2005
3199,28.0,101.0,,302.0,CT,156.0,4,277.0,3289,0.0,7.0,2005
3200,282.0,3083.0,,5705.0,FL,3416.0,4,5502.0,40919,56.0,364.0,2005
3201,912.0,3555.0,,6611.0,GA,2648.0,4,5205.0,39031,9.0,992.0,2005
3202,17.0,175.0,,258.0,HI,100.0,4,154.0,5691,4.0,1.0,2005
3203,29.0,48.0,,114.0,IA,62.0,4,98.0,1407,0.0,11.0,2005
3204,50.0,76.0,,186.0,ID,95.0,4,69.0,2237,3.0,2.0,2005
3205,403.0,2651.0,,5133.0,IL,2278.0,4,2763.0,36471,5.0,171.0,2005
3206,57.0,222.0,,484.0,IN,181.0,4,426.0,4819,3.0,37.0,2005
3207,31.0,22.0,,78.0,KS,36.0,4,67.0,1062,0.0,2.0,2005
3208,315.0,1365.0,,2145.0,KY,349.0,4,1665.0,20686,2.0,269.0,2005
3209,74.0,349.0,,868.0,LA,520.0,4,682.0,6809,3.0,68.0,2005
3210,178.0,657.0,,1400.0,MA,607.0,4,1074.0,10984,17.0,77.0,2005
3211,62.0,509.0,,1121.0,MD,567.0,4,588.0,8906,2.0,32.0,2005
3212,16.0,60.0,,151.0,ME,40.0,4,102.0,1189,1.0,15.0,2005
3213,206.0,1420.0,,1941.0,MI,616.0,4,1780.0,15676,5.0,201.0,2005
3214,86.0,895.0,,1189.0,MN,313.0,4,1342.0,11687,2.0,108.0,2005
3215,112.0,381.0,,1101.0,MO,593.0,4,817.0,10765,2.0,75.0,2005
3216,57.0,62.0,,227.0,MS,104.0,4,173.0,1803,1.0,36.0,2005
3217,56.0,86.0,,137.0,MT,51.0,4,77.0,2172,1.0,17.0,2005
3218,243.0,1421.0,,2530.0,NC,1302.0,4,2156.0,18177,5.0,173.0,2005
3219,9.0,26.0,,36.0,ND,11.0,4,21.0,583,1.0,3.0,2005
3220,35.0,79.0,,182.0,NE,89.0,4,122.0,2037,0.0,10.0,2005
3221,16.0,91.0,,205.0,NH,126.0,4,201.0,2119,0.0,10.0,2005
3222,167.0,980.0,,2106.0,NJ,1131.0,4,1602.0,13021,43.0,138.0,2005
3223,18.0,103.0,,304.0,NM,194.0,4,145.0,2892,4.0,11.0,2005
